task_name,base_task,category,add,initstate,language,light,noise,table,view,layout
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_30,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_30,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_31,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_31,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_32,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_32,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_33,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_33,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_35,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_35,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_36,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_36,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_37,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_37,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_38,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_38,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_40,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_40,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_41,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_41,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_42,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_42,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_43,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_43,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_44,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_44,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_45,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_45,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_46,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_46,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_47,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_47,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_48,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_48,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_49,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_49,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_view_0_0_100_0_0_initstate_0_noise_50,open_the_top_drawer_and_put_the_bowl_inside,Sensor Noise,,initstate_0,,,noise_50,,view_0,
open_the_top_drawer_and_put_the_bowl_inside_add_10,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_10,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_11,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_11,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_13,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_13,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_14,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_14,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_15,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_15,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_16,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_16,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_17,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_17,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_18,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_18,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_19,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_19,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_2,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_2,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_20,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_20,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_22,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_22,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_23,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_23,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_24,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_24,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_25,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_25,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_26,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_26,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_27,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_27,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_28,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_28,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_29,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_29,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_3,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_3,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_30,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_30,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_4,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_4,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_5,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_5,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_6,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_6,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_7,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_7,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_8,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_8,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_add_9,open_the_top_drawer_and_put_the_bowl_inside,Objects Layout,add_9,,,,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_1,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_1,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_10,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_10,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_11,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_11,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_12,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_12,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_13,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_13,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_14,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_14,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_15,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_15,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_16,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_16,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_17,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_17,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_18,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_18,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_19,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_19,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_2,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_2,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_20,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_20,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_21,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_21,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_22,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_22,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_23,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_23,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_24,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_24,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_25,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_25,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_26,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_26,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_27,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_27,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_28,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_28,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_29,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_29,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_3,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_3,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_30,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_30,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_31,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_31,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_32,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_32,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_33,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_33,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_34,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_34,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_35,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_35,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_36,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_36,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_37,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_37,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_38,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_38,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_39,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_39,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_4,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_4,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_40,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_40,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_41,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_41,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_42,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_42,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_43,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_43,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_44,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_44,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_45,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_45,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_46,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_46,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_47,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_47,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_48,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_48,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_49,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_49,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_5,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_5,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_50,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_50,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_6,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_6,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_7,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_7,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_8,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_8,,,,
open_the_top_drawer_and_put_the_bowl_inside_light_9,open_the_top_drawer_and_put_the_bowl_inside,Light Conditions,,,,light_9,,,,
push_the_plate_to_the_front_of_the_stove_table_12,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_12,,
push_the_plate_to_the_front_of_the_stove_table_14,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_14,,
push_the_plate_to_the_front_of_the_stove_table_15,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_15,,
push_the_plate_to_the_front_of_the_stove_table_17,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_17,,
push_the_plate_to_the_front_of_the_stove_table_19,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_19,,
push_the_plate_to_the_front_of_the_stove_table_2,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_2,,
push_the_plate_to_the_front_of_the_stove_table_22,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_22,,
push_the_plate_to_the_front_of_the_stove_table_23,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_23,,
push_the_plate_to_the_front_of_the_stove_table_24,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_24,,
push_the_plate_to_the_front_of_the_stove_table_25,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_25,,
push_the_plate_to_the_front_of_the_stove_table_26,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_26,,
push_the_plate_to_the_front_of_the_stove_table_27,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_27,,
push_the_plate_to_the_front_of_the_stove_table_3,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_3,,
push_the_plate_to_the_front_of_the_stove_table_4,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_4,,
push_the_plate_to_the_front_of_the_stove_table_6,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_6,,
push_the_plate_to_the_front_of_the_stove_table_7,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_7,,
push_the_plate_to_the_front_of_the_stove_table_8,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_8,,
push_the_plate_to_the_front_of_the_stove_table_9,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,table_9,,
push_the_plate_to_the_front_of_the_stove_tb_1,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_1,,
push_the_plate_to_the_front_of_the_stove_tb_12,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_12,,
push_the_plate_to_the_front_of_the_stove_tb_16,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_16,,
push_the_plate_to_the_front_of_the_stove_tb_17,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_17,,
push_the_plate_to_the_front_of_the_stove_tb_19,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_19,,
push_the_plate_to_the_front_of_the_stove_tb_21,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_21,,
push_the_plate_to_the_front_of_the_stove_tb_22,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_22,,
push_the_plate_to_the_front_of_the_stove_tb_7,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_7,,
push_the_plate_to_the_front_of_the_stove_tb_9,push_the_plate_to_the_front_of_the_stove,Background Textures,,,,,,tb_9,,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_6,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_6,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_16,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_16,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_106,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_106,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_116,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_116,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_126,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_126,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_136,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_136,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_146,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_146,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_156,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_156,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_176,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_176,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_186,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_186,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_196,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_196,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_206,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_206,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_216,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_216,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_226,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_226,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_236,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_236,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_246,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_246,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_256,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_256,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_266,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_266,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_276,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_276,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_286,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_286,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_296,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_296,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_306,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_306,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_316,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_316,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_326,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_326,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_336,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_336,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_356,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_356,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_366,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_366,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_376,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_376,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_386,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_386,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_396,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_396,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_406,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_406,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_416,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_416,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_426,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_426,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_436,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_436,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_446,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_446,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_456,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_456,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_466,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_466,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_476,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_476,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_486,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_486,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_0_0_initstate_496,push_the_plate_to_the_front_of_the_stove,Robot Initial States,,initstate_496,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_151_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_152_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_153_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_154_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_155_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_156_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_157_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_158_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_159_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_160_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_4_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_6_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_8_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_10_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_350_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_352_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_354_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_356_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_0_0_100_350_358_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_0,
push_the_plate_to_the_front_of_the_stove_view_285_0_100_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_285,
push_the_plate_to_the_front_of_the_stove_view_285_15_100_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_285,
push_the_plate_to_the_front_of_the_stove_view_286_0_100_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_286,
push_the_plate_to_the_front_of_the_stove_view_286_15_100_0_0_initstate_0,push_the_plate_to_the_front_of_the_stove,Camera Viewpoints,,initstate_0,,,,,view_286,
